Data Download from NCSES Interactive Data Tool,,,,
,,,,
Filters,Selected values,,,
Institution Name,12 of 1070,,,
,,,,
,,,<measures>,
[Year],[Institution Name],[SEH Fields],[Sex],Graduate Students by Demographic Characteristics and Enrollment
2011,Princeton University,Total for selected values,Total for selected values,"1,879"
2011,Princeton University,Science,Total for selected values,"1,394"
2011,Princeton University,Science,Female,504
2011,Princeton University,Science,Male,890
2011,Princeton University,Engineering,Total for selected values,485
2011,Princeton University,Engineering,Female,141
2011,Princeton University,Engineering,Male,344
2011,Stanford University,Total for selected values,Total for selected values,"5,953"
2011,Stanford University,Science,Total for selected values,"2,719"
2011,Stanford University,Science,Female,"1,021"
2011,Stanford University,Science,Male,"1,698"
2011,Stanford University,Engineering,Total for selected values,"3,226"
2011,Stanford University,Engineering,Female,854
2011,Stanford University,Engineering,Male,"2,372"
2011,Stanford University,Health,Total for selected values,8
2011,Stanford University,Health,Female,5
2011,Stanford University,Health,Male,3
2011,University of Pennsylvania,Total for selected values,Total for selected values,"2,378"
2011,University of Pennsylvania,Science,Total for selected values,"1,708"
2011,University of Pennsylvania,Science,Female,791
2011,University of Pennsylvania,Science,Male,917
2011,University of Pennsylvania,Engineering,Total for selected values,670
2011,University of Pennsylvania,Engineering,Female,209
2011,University of Pennsylvania,Engineering,Male,461
2011,Yale University,Total for selected values,Total for selected values,"2,122"
2011,Yale University,Science,Total for selected values,"1,893"
2011,Yale University,Science,Female,918
2011,Yale University,Science,Male,975
2011,Yale University,Engineering,Total for selected values,211
2011,Yale University,Engineering,Female,70
2011,Yale University,Engineering,Male,141
2011,Yale University,Health,Total for selected values,18
2011,Yale University,Health,Female,18
2010,Total for selected values,Total for selected values,Total for selected values,"35,742"
2010,Brown University,Total for selected values,Total for selected values,"1,282"
2010,Brown University,Science,Total for selected values,"1,077"
2010,Brown University,Science,Female,516
2010,Brown University,Science,Male,561
2010,Brown University,Engineering,Total for selected values,145
2010,Brown University,Engineering,Female,44
2010,Brown University,Engineering,Male,101
2010,Brown University,Health,Total for selected values,60
2010,Brown University,Health,Female,30
2010,Brown University,Health,Male,30
2010,Columbia University in the City of New York,Total for selected values,Total for selected values,"4,600"
2010,Columbia University in the City of New York,Science,Total for selected values,"2,706"
2010,Columbia University in the City of New York,Science,Female,"1,198"
2010,Columbia University in the City of New York,Science,Male,"1,508"
2010,Columbia University in the City of New York,Engineering,Total for selected values,"1,591"
2010,Columbia University in the City of New York,Engineering,Female,385
2010,Columbia University in the City of New York,Engineering,Male,"1,206"
2010,Columbia University in the City of New York,Health,Total for selected values,303
2010,Columbia University in the City of New York,Health,Female,267
2010,Columbia University in the City of New York,Health,Male,36
2010,Cornell University,Total for selected values,Total for selected values,"5,148"
2010,Cornell University,Science,Total for selected values,"3,253"
2010,Cornell University,Science,Female,"1,594"
2010,Cornell University,Science,Male,"1,659"
2010,Cornell University,Engineering,Total for selected values,"1,582"
2010,Cornell University,Engineering,Female,475
2010,Cornell University,Engineering,Male,"1,107"
2010,Cornell University,Health,Total for selected values,313
2010,Cornell University,Health,Female,197
2010,Cornell University,Health,Male,116
2010,Dartmouth College,Total for selected values,Total for selected values,790
2010,Dartmouth College,Science,Total for selected values,480
2010,Dartmouth College,Science,Female,204
2010,Dartmouth College,Science,Male,276
2010,Dartmouth College,Engineering,Total for selected values,200
2010,Dartmouth College,Engineering,Female,57
2010,Dartmouth College,Engineering,Male,143
2010,Dartmouth College,Health,Total for selected values,110
2010,Dartmouth College,Health,Female,65
2010,Dartmouth College,Health,Male,45
2010,Duke University,Total for selected values,Total for selected values,"2,087"
2010,Duke University,Science,Total for selected values,"1,535"
2010,Duke University,Science,Female,748
2010,Duke University,Science,Male,787
2010,Duke University,Engineering,Total for selected values,480
2010,Duke University,Engineering,Female,140
2010,Duke University,Engineering,Male,340
2010,Duke University,Health,Total for selected values,72
2010,Duke University,Health,Female,33
2010,Duke University,Health,Male,39
2010,Harvard University,Total for selected values,Total for selected values,"4,716"
2010,Harvard University,Science,Total for selected values,"3,834"
2010,Harvard University,Science,Female,"1,687"
2010,Harvard University,Science,Male,"2,147"
2010,Harvard University,Engineering,Total for selected values,183
2010,Harvard University,Engineering,Female,57
2010,Harvard University,Engineering,Male,126
2010,Harvard University,Health,Total for selected values,699
2010,Harvard University,Health,Female,438
2010,Harvard University,Health,Male,261
2010,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,799"
2010,Massachusetts Institute of Technology,Science,Total for selected values,"2,037"
2010,Massachusetts Institute of Technology,Science,Female,716
2010,Massachusetts Institute of Technology,Science,Male,"1,321"
2010,Massachusetts Institute of Technology,Engineering,Total for selected values,"2,762"
2010,Massachusetts Institute of Technology,Engineering,Female,742
2010,Massachusetts Institute of Technology,Engineering,Male,"2,020"
2010,Princeton University,Total for selected values,Total for selected values,"1,904"
2010,Princeton University,Science,Total for selected values,"1,357"
2010,Princeton University,Science,Female,488
2010,Princeton University,Science,Male,869
2010,Princeton University,Engineering,Total for selected values,547
2010,Princeton University,Engineering,Female,171
2010,Princeton University,Engineering,Male,376
2010,Stanford University,Total for selected values,Total for selected values,"5,950"
2010,Stanford University,Science,Total for selected values,"2,705"
2010,Stanford University,Science,Female,"1,007"
2010,Stanford University,Science,Male,"1,698"
2010,Stanford University,Engineering,Total for selected values,"3,237"
2010,Stanford University,Engineering,Female,848
2010,Stanford University,Engineering,Male,"2,389"
2010,Stanford University,Health,Total for selected values,8
2010,Stanford University,Health,Female,4
2010,Stanford University,Health,Male,4
2010,University of Pennsylvania,Total for selected values,Total for selected values,"2,434"
2010,University of Pennsylvania,Science,Total for selected values,"1,844"
2010,University of Pennsylvania,Science,Female,819
2010,University of Pennsylvania,Science,Male,"1,025"
2010,University of Pennsylvania,Engineering,Total for selected values,590
2010,University of Pennsylvania,Engineering,Female,179
2010,University of Pennsylvania,Engineering,Male,411
2010,Yale University,Total for selected values,Total for selected values,"2,032"
2010,Yale University,Science,Total for selected values,"1,802"
2010,Yale University,Science,Female,872
2010,Yale University,Science,Male,930
2010,Yale University,Engineering,Total for selected values,170
2010,Yale University,Engineering,Female,58
2010,Yale University,Engineering,Male,112
2010,Yale University,Health,Total for selected values,60
2010,Yale University,Health,Female,40
2010,Yale University,Health,Male,20
2009,Total for selected values,Total for selected values,Total for selected values,"35,360"
2009,Brown University,Total for selected values,Total for selected values,"1,185"
2009,Brown University,Science,Total for selected values,988
2009,Brown University,Science,Female,455
2009,Brown University,Science,Male,533
2009,Brown University,Engineering,Total for selected values,142
2009,Brown University,Engineering,Female,34
2009,Brown University,Engineering,Male,108
2009,Brown University,Health,Total for selected values,55
2009,Brown University,Health,Female,26
2009,Brown University,Health,Male,29
2009,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"4,196"
2009,Columbia Univ in the City of New York,Science,Total for selected values,"2,629"
2009,Columbia Univ in the City of New York,Science,Female,"1,144"
2009,Columbia Univ in the City of New York,Science,Male,"1,485"
2009,Columbia Univ in the City of New York,Engineering,Total for selected values,"1,250"
2009,Columbia Univ in the City of New York,Engineering,Female,292
2009,Columbia Univ in the City of New York,Engineering,Male,958
2009,Columbia Univ in the City of New York,Health,Total for selected values,317
2009,Columbia Univ in the City of New York,Health,Female,275
2009,Columbia Univ in the City of New York,Health,Male,42
2009,Cornell University,Total for selected values,Total for selected values,"4,853"
2009,Cornell University,Science,Total for selected values,"3,083"
2009,Cornell University,Science,Female,"1,510"
2009,Cornell University,Science,Male,"1,573"
2009,Cornell University,Engineering,Total for selected values,"1,492"
2009,Cornell University,Engineering,Female,410
2009,Cornell University,Engineering,Male,"1,082"
2009,Cornell University,Health,Total for selected values,278
2009,Cornell University,Health,Female,177
2009,Cornell University,Health,Male,101
2009,Dartmouth College,Total for selected values,Total for selected values,768
2009,Dartmouth College,Science,Total for selected values,461
2009,Dartmouth College,Science,Female,198
2009,Dartmouth College,Science,Male,263
2009,Dartmouth College,Engineering,Total for selected values,189
2009,Dartmouth College,Engineering,Female,56
2009,Dartmouth College,Engineering,Male,133
2009,Dartmouth College,Health,Total for selected values,118
2009,Dartmouth College,Health,Female,74
2009,Dartmouth College,Health,Male,44
2009,Duke University,Total for selected values,Total for selected values,"1,986"
2009,Duke University,Science,Total for selected values,"1,479"
2009,Duke University,Science,Female,732
2009,Duke University,Science,Male,747
2009,Duke University,Engineering,Total for selected values,467
2009,Duke University,Engineering,Female,130
2009,Duke University,Engineering,Male,337
2009,Duke University,Health,Total for selected values,40
2009,Duke University,Health,Female,20
2009,Duke University,Health,Male,20
2009,Harvard University,Total for selected values,Total for selected values,"4,722"
2009,Harvard University,Science,Total for selected values,"3,766"
2009,Harvard University,Science,Female,"1,672"
2009,Harvard University,Science,Male,"2,094"
2009,Harvard University,Engineering,Total for selected values,175
2009,Harvard University,Engineering,Female,56
2009,Harvard University,Engineering,Male,119
2009,Harvard University,Health,Total for selected values,781
2009,Harvard University,Health,Female,469
2009,Harvard University,Health,Male,312
2009,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,813"
2009,Massachusetts Institute of Technology,Science,Total for selected values,"3,075"
2009,Massachusetts Institute of Technology,Science,Female,"1,074"
2009,Massachusetts Institute of Technology,Science,Male,"2,001"
2009,Massachusetts Institute of Technology,Engineering,Total for selected values,"2,566"
2009,Massachusetts Institute of Technology,Engineering,Female,675
2009,Massachusetts Institute of Technology,Engineering,Male,"1,891"
2009,Massachusetts Institute of Technology,Health,Total for selected values,172
2009,Massachusetts Institute of Technology,Health,Female,61
2009,Massachusetts Institute of Technology,Health,Male,111
2009,Princeton University,Total for selected values,Total for selected values,"1,806"
2009,Princeton University,Science,Total for selected values,"1,295"
2009,Princeton University,Science,Female,486
2009,Princeton University,Science,Male,809
2009,Princeton University,Engineering,Total for selected values,511
2009,Princeton University,Engineering,Female,160
2009,Princeton University,Engineering,Male,351
2009,Stanford University,Total for selected values,Total for selected values,"5,603"
2009,Stanford University,Science,Total for selected values,"2,687"
2009,Stanford University,Science,Female,"1,007"
2009,Stanford University,Science,Male,"1,680"
2009,Stanford University,Engineering,Total for selected values,"2,890"
2009,Stanford University,Engineering,Female,757
2009,Stanford University,Engineering,Male,"2,133"
2009,Stanford University,Health,Total for selected values,26
2009,Stanford University,Health,Female,14
2009,Stanford University,Health,Male,12
2009,University of Pennsylvania,Total for selected values,Total for selected values,"2,404"
2009,University of Pennsylvania,Science,Total for selected values,"1,872"
2009,University of Pennsylvania,Science,Female,842
2009,University of Pennsylvania,Science,Male,"1,030"
2009,University of Pennsylvania,Engineering,Total for selected values,532
2009,University of Pennsylvania,Engineering,Female,161
2009,University of Pennsylvania,Engineering,Male,371
2009,Yale University,Total for selected values,Total for selected values,"2,024"
2009,Yale University,Science,Total for selected values,"1,802"
2009,Yale University,Science,Female,880
2009,Yale University,Science,Male,922
2009,Yale University,Engineering,Total for selected values,164
2009,Yale University,Engineering,Female,59
2009,Yale University,Engineering,Male,105
2009,Yale University,Health,Total for selected values,58
2009,Yale University,Health,Female,38
2009,Yale University,Health,Male,20
2008,Total for selected values,Total for selected values,Total for selected values,"35,374"
2008,Brown University,Total for selected values,Total for selected values,"1,109"
2008,Brown University,Science,Total for selected values,903
2008,Brown University,Science,Female,409
2008,Brown University,Science,Male,494
2008,Brown University,Engineering,Total for selected values,157
2008,Brown University,Engineering,Female,41
2008,Brown University,Engineering,Male,116
2008,Brown University,Health,Total for selected values,49
2008,Brown University,Health,Female,21
2008,Brown University,Health,Male,28
2008,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"4,325"
2008,Columbia Univ in the City of New York,Science,Total for selected values,"2,603"
2008,Columbia Univ in the City of New York,Science,Female,"1,126"
2008,Columbia Univ in the City of New York,Science,Male,"1,477"
2008,Columbia Univ in the City of New York,Engineering,Total for selected values,"1,087"
2008,Columbia Univ in the City of New York,Engineering,Female,245
2008,Columbia Univ in the City of New York,Engineering,Male,842
2008,Columbia Univ in the City of New York,Health,Total for selected values,635
2008,Columbia Univ in the City of New York,Health,Female,540
2008,Columbia Univ in the City of New York,Health,Male,95
2008,Cornell University,Total for selected values,Total for selected values,"4,591"
2008,Cornell University,Science,Total for selected values,"2,994"
2008,Cornell University,Science,Female,"1,409"
2008,Cornell University,Science,Male,"1,585"
2008,Cornell University,Engineering,Total for selected values,"1,341"
2008,Cornell University,Engineering,Female,375
2008,Cornell University,Engineering,Male,966
2008,Cornell University,Health,Total for selected values,256
2008,Cornell University,Health,Female,170
2008,Cornell University,Health,Male,86
2008,Dartmouth College,Total for selected values,Total for selected values,708
2008,Dartmouth College,Science,Total for selected values,418
2008,Dartmouth College,Science,Female,181
2008,Dartmouth College,Science,Male,237
2008,Dartmouth College,Engineering,Total for selected values,166
2008,Dartmouth College,Engineering,Female,53
2008,Dartmouth College,Engineering,Male,113
2008,Dartmouth College,Health,Total for selected values,124
2008,Dartmouth College,Health,Female,68
2008,Dartmouth College,Health,Male,56
2008,Duke University,Total for selected values,Total for selected values,"1,723"
2008,Duke University,Science,Total for selected values,"1,342"
2008,Duke University,Science,Female,665
2008,Duke University,Science,Male,677
2008,Duke University,Engineering,Total for selected values,369
2008,Duke University,Engineering,Female,101
2008,Duke University,Engineering,Male,268
2008,Duke University,Health,Total for selected values,12
2008,Duke University,Health,Female,9
2008,Duke University,Health,Male,3
2008,Harvard University,Total for selected values,Total for selected values,"4,927"
2008,Harvard University,Science,Total for selected values,"3,854"
2008,Harvard University,Science,Female,"1,750"
2008,Harvard University,Science,Male,"2,104"
2008,Harvard University,Engineering,Total for selected values,174
2008,Harvard University,Engineering,Female,59
2008,Harvard University,Engineering,Male,115
2008,Harvard University,Health,Total for selected values,899
2008,Harvard University,Health,Female,522
2008,Harvard University,Health,Male,377
2008,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,787"
2008,Massachusetts Institute of Technology,Science,Total for selected values,"3,014"
2008,Massachusetts Institute of Technology,Science,Female,"1,025"
2008,Massachusetts Institute of Technology,Science,Male,"1,989"
2008,Massachusetts Institute of Technology,Engineering,Total for selected values,"2,565"
2008,Massachusetts Institute of Technology,Engineering,Female,704
2008,Massachusetts Institute of Technology,Engineering,Male,"1,861"
2008,Massachusetts Institute of Technology,Health,Total for selected values,208
2008,Massachusetts Institute of Technology,Health,Female,72
2008,Massachusetts Institute of Technology,Health,Male,136
2008,Princeton University,Total for selected values,Total for selected values,"1,807"
2008,Princeton University,Science,Total for selected values,"1,304"
2008,Princeton University,Science,Female,494
2008,Princeton University,Science,Male,810
2008,Princeton University,Engineering,Total for selected values,503
2008,Princeton University,Engineering,Female,164
2008,Princeton University,Engineering,Male,339
2008,Stanford University,Total for selected values,Total for selected values,"5,948"
2008,Stanford University,Science,Total for selected values,"2,681"
2008,Stanford University,Science,Female,"1,003"
2008,Stanford University,Science,Male,"1,678"
2008,Stanford University,Engineering,Total for selected values,"3,244"
2008,Stanford University,Engineering,Female,797
2008,Stanford University,Engineering,Male,"2,447"
2008,Stanford University,Health,Total for selected values,23
2008,Stanford University,Health,Female,8
2008,Stanford University,Health,Male,15
2008,University of Pennsylvania,Total for selected values,Total for selected values,"2,347"
2008,University of Pennsylvania,Science,Total for selected values,"1,925"
2008,University of Pennsylvania,Science,Female,835
2008,University of Pennsylvania,Science,Male,"1,090"
2008,University of Pennsylvania,Engineering,Total for selected values,422
2008,University of Pennsylvania,Engineering,Female,124
2008,University of Pennsylvania,Engineering,Male,298
2008,Yale University,Total for selected values,Total for selected values,"2,102"
2008,Yale University,Science,Total for selected values,"1,860"
2008,Yale University,Science,Female,900
2008,Yale University,Science,Male,960
2008,Yale University,Engineering,Total for selected values,171
2008,Yale University,Engineering,Female,60
2008,Yale University,Engineering,Male,111
2008,Yale University,Health,Total for selected values,71
2008,Yale University,Health,Female,50
2008,Yale University,Health,Male,21
2007,Total for selected values,Total for selected values,Total for selected values,"34,340"
2007,Brown University,Total for selected values,Total for selected values,"1,084"
2007,Brown University,Science,Total for selected values,894
2007,Brown University,Science,Female,396
2007,Brown University,Science,Male,498
2007,Brown University,Engineering,Total for selected values,150
2007,Brown University,Engineering,Female,36
2007,Brown University,Engineering,Male,114
2007,Brown University,Health,Total for selected values,40
2007,Brown University,Health,Female,18
2007,Brown University,Health,Male,22
2007,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"4,268"
2007,Columbia Univ in the City of New York,Science,Total for selected values,"2,712"
2007,Columbia Univ in the City of New York,Science,Female,"1,161"
2007,Columbia Univ in the City of New York,Science,Male,"1,551"
2007,Columbia Univ in the City of New York,Engineering,Total for selected values,932
2007,Columbia Univ in the City of New York,Engineering,Female,220
2007,Columbia Univ in the City of New York,Engineering,Male,712
2007,Columbia Univ in the City of New York,Health,Total for selected values,624
2007,Columbia Univ in the City of New York,Health,Female,530
2007,Columbia Univ in the City of New York,Health,Male,94
2007,Cornell University,Total for selected values,Total for selected values,"4,393"
2007,Cornell University,Science,Total for selected values,"2,899"
2007,Cornell University,Science,Female,"1,368"
2007,Cornell University,Science,Male,"1,531"
2007,Cornell University,Engineering,Total for selected values,"1,250"
2007,Cornell University,Engineering,Female,347
2007,Cornell University,Engineering,Male,903
2007,Cornell University,Health,Total for selected values,244
2007,Cornell University,Health,Female,155
2007,Cornell University,Health,Male,89
2007,Dartmouth College,Total for selected values,Total for selected values,720
2007,Dartmouth College,Science,Total for selected values,431
2007,Dartmouth College,Science,Female,189
2007,Dartmouth College,Science,Male,242
2007,Dartmouth College,Engineering,Total for selected values,156
2007,Dartmouth College,Engineering,Female,47
2007,Dartmouth College,Engineering,Male,109
2007,Dartmouth College,Health,Total for selected values,133
2007,Dartmouth College,Health,Female,64
2007,Dartmouth College,Health,Male,69
2007,Duke University,Total for selected values,Total for selected values,"1,829"
2007,Duke University,Science,Total for selected values,"1,435"
2007,Duke University,Science,Female,724
2007,Duke University,Science,Male,711
2007,Duke University,Engineering,Total for selected values,384
2007,Duke University,Engineering,Female,107
2007,Duke University,Engineering,Male,277
2007,Duke University,Health,Total for selected values,10
2007,Duke University,Health,Female,10
2007,Harvard University,Total for selected values,Total for selected values,"4,744"
2007,Harvard University,Science,Total for selected values,"3,757"
2007,Harvard University,Science,Female,"1,692"
2007,Harvard University,Science,Male,"2,065"
2007,Harvard University,Engineering,Total for selected values,162
2007,Harvard University,Engineering,Female,55
2007,Harvard University,Engineering,Male,107
2007,Harvard University,Health,Total for selected values,825
2007,Harvard University,Health,Female,472
2007,Harvard University,Health,Male,353
2007,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,722"
2007,Massachusetts Institute of Technology,Science,Total for selected values,"3,021"
2007,Massachusetts Institute of Technology,Science,Female,978
2007,Massachusetts Institute of Technology,Science,Male,"2,043"
2007,Massachusetts Institute of Technology,Engineering,Total for selected values,"2,489"
2007,Massachusetts Institute of Technology,Engineering,Female,670
2007,Massachusetts Institute of Technology,Engineering,Male,"1,819"
2007,Massachusetts Institute of Technology,Health,Total for selected values,212
2007,Massachusetts Institute of Technology,Health,Female,68
2007,Massachusetts Institute of Technology,Health,Male,144
2007,Princeton University,Total for selected values,Total for selected values,"1,703"
2007,Princeton University,Science,Total for selected values,"1,197"
2007,Princeton University,Science,Female,490
2007,Princeton University,Science,Male,707
2007,Princeton University,Engineering,Total for selected values,506
2007,Princeton University,Engineering,Female,161
2007,Princeton University,Engineering,Male,345
2007,Stanford University,Total for selected values,Total for selected values,"5,590"
2007,Stanford University,Science,Total for selected values,"2,527"
2007,Stanford University,Science,Female,916
2007,Stanford University,Science,Male,"1,611"
2007,Stanford University,Engineering,Total for selected values,"3,031"
2007,Stanford University,Engineering,Female,747
2007,Stanford University,Engineering,Male,"2,284"
2007,Stanford University,Health,Total for selected values,32
2007,Stanford University,Health,Female,16
2007,Stanford University,Health,Male,16
2007,University of Pennsylvania,Total for selected values,Total for selected values,"2,248"
2007,University of Pennsylvania,Science,Total for selected values,"1,848"
2007,University of Pennsylvania,Science,Female,802
2007,University of Pennsylvania,Science,Male,"1,046"
2007,University of Pennsylvania,Engineering,Total for selected values,400
2007,University of Pennsylvania,Engineering,Female,120
2007,University of Pennsylvania,Engineering,Male,280
2007,Yale University,Total for selected values,Total for selected values,"2,039"
2007,Yale University,Science,Total for selected values,"1,814"
2007,Yale University,Science,Female,877
2007,Yale University,Science,Male,937
2007,Yale University,Engineering,Total for selected values,157
2007,Yale University,Engineering,Female,57
2007,Yale University,Engineering,Male,100
2007,Yale University,Health,Total for selected values,68
2007,Yale University,Health,Female,48
2007,Yale University,Health,Male,20
2006,Total for selected values,Total for selected values,Total for selected values,"34,128"
2006,Brown University,Total for selected values,Total for selected values,"1,002"
2006,Brown University,Science,Total for selected values,828
2006,Brown University,Science,Female,358
2006,Brown University,Science,Male,470
2006,Brown University,Engineering,Total for selected values,136
2006,Brown University,Engineering,Female,26
2006,Brown University,Engineering,Male,110
2006,Brown University,Health,Total for selected values,38
2006,Brown University,Health,Female,16
2006,Brown University,Health,Male,22
2006,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"4,154"
2006,Columbia Univ in the City of New York,Science,Total for selected values,"2,757"
2006,Columbia Univ in the City of New York,Science,Female,"1,286"
2006,Columbia Univ in the City of New York,Science,Male,"1,471"
2006,Columbia Univ in the City of New York,Engineering,Total for selected values,853
2006,Columbia Univ in the City of New York,Engineering,Female,191
2006,Columbia Univ in the City of New York,Engineering,Male,662
2006,Columbia Univ in the City of New York,Health,Total for selected values,544
2006,Columbia Univ in the City of New York,Health,Female,481
2006,Columbia Univ in the City of New York,Health,Male,63
2006,Cornell University,Total for selected values,Total for selected values,"4,167"
2006,Cornell University,Science,Total for selected values,"3,061"
2006,Cornell University,Science,Female,"1,421"
2006,Cornell University,Science,Male,"1,640"
2006,Cornell University,Engineering,Total for selected values,995
2006,Cornell University,Engineering,Female,260
2006,Cornell University,Engineering,Male,735
2006,Cornell University,Health,Total for selected values,111
2006,Cornell University,Health,Female,65
2006,Cornell University,Health,Male,46
2006,Dartmouth College,Total for selected values,Total for selected values,672
2006,Dartmouth College,Science,Total for selected values,414
2006,Dartmouth College,Science,Female,169
2006,Dartmouth College,Science,Male,245
2006,Dartmouth College,Engineering,Total for selected values,127
2006,Dartmouth College,Engineering,Female,34
2006,Dartmouth College,Engineering,Male,93
2006,Dartmouth College,Health,Total for selected values,131
2006,Dartmouth College,Health,Female,74
2006,Dartmouth College,Health,Male,57
2006,Duke University,Total for selected values,Total for selected values,"1,786"
2006,Duke University,Science,Total for selected values,"1,380"
2006,Duke University,Science,Female,694
2006,Duke University,Science,Male,686
2006,Duke University,Engineering,Total for selected values,394
2006,Duke University,Engineering,Female,114
2006,Duke University,Engineering,Male,280
2006,Duke University,Health,Total for selected values,12
2006,Duke University,Health,Female,8
2006,Duke University,Health,Male,4
2006,Harvard University,Total for selected values,Total for selected values,"4,905"
2006,Harvard University,Science,Total for selected values,"3,699"
2006,Harvard University,Science,Female,"1,653"
2006,Harvard University,Science,Male,"2,046"
2006,Harvard University,Engineering,Total for selected values,347
2006,Harvard University,Engineering,Female,88
2006,Harvard University,Engineering,Male,259
2006,Harvard University,Health,Total for selected values,859
2006,Harvard University,Health,Female,472
2006,Harvard University,Health,Male,387
2006,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"5,933"
2006,Massachusetts Institute of Technology,Science,Total for selected values,"3,068"
2006,Massachusetts Institute of Technology,Science,Female,964
2006,Massachusetts Institute of Technology,Science,Male,"2,104"
2006,Massachusetts Institute of Technology,Engineering,Total for selected values,"2,462"
2006,Massachusetts Institute of Technology,Engineering,Female,663
2006,Massachusetts Institute of Technology,Engineering,Male,"1,799"
2006,Massachusetts Institute of Technology,Health,Total for selected values,403
2006,Massachusetts Institute of Technology,Health,Female,129
2006,Massachusetts Institute of Technology,Health,Male,274
2006,Princeton University,Total for selected values,Total for selected values,"1,678"
2006,Princeton University,Science,Total for selected values,"1,197"
2006,Princeton University,Science,Female,469
2006,Princeton University,Science,Male,728
2006,Princeton University,Engineering,Total for selected values,481
2006,Princeton University,Engineering,Female,139
2006,Princeton University,Engineering,Male,342
2006,Stanford University,Total for selected values,Total for selected values,"5,615"
2006,Stanford University,Science,Total for selected values,"2,374"
2006,Stanford University,Science,Female,842
2006,Stanford University,Science,Male,"1,532"
2006,Stanford University,Engineering,Total for selected values,"3,038"
2006,Stanford University,Engineering,Female,736
2006,Stanford University,Engineering,Male,"2,302"
2006,Stanford University,Health,Total for selected values,203
2006,Stanford University,Health,Female,102
2006,Stanford University,Health,Male,101
2006,University of Pennsylvania,Total for selected values,Total for selected values,"2,255"
2006,University of Pennsylvania,Science,Total for selected values,"1,743"
2006,University of Pennsylvania,Science,Female,734
2006,University of Pennsylvania,Science,Male,"1,009"
2006,University of Pennsylvania,Engineering,Total for selected values,383
2006,University of Pennsylvania,Engineering,Female,129
2006,University of Pennsylvania,Engineering,Male,254
2006,University of Pennsylvania,Health,Total for selected values,129
2006,University of Pennsylvania,Health,Female,60
2006,University of Pennsylvania,Health,Male,69
2006,Yale University,Total for selected values,Total for selected values,"1,961"
2006,Yale University,Science,Total for selected values,"1,478"
2006,Yale University,Science,Female,668
2006,Yale University,Science,Male,810
2006,Yale University,Engineering,Total for selected values,154
2006,Yale University,Engineering,Female,55
2006,Yale University,Engineering,Male,99
2006,Yale University,Health,Total for selected values,329
2006,Yale University,Health,Female,293
2006,Yale University,Health,Male,36
2005,Total for selected values,Total for selected values,Total for selected values,"33,432"
2005,Brown University,Total for selected values,Total for selected values,"1,004"
2005,Brown University,Science,Total for selected values,846
2005,Brown University,Science,Female,364
2005,Brown University,Science,Male,482
2005,Brown University,Engineering,Total for selected values,123
2005,Brown University,Engineering,Female,25
2005,Brown University,Engineering,Male,98
2005,Brown University,Health,Total for selected values,35
2005,Brown University,Health,Female,12
2005,Brown University,Health,Male,23
2005,Columbia Univ in the City of New York,Total for selected values,Total for selected values,"3,995"
2005,Columbia Univ in the City of New York,Science,Total for selected values,"2,520"
2005,Columbia Univ in the City of New York,Science,Female,"1,101"
2005,Columbia Univ in the City of New York,Science,Male,"1,419"
2005,Columbia Univ in the City of New York,Engineering,Total for selected values,795
2005,Columbia Univ in the City of New York,Engineering,Female,173
2005,Columbia Univ in the City of New York,Engineering,Male,622
2005,Columbia Univ in the City of New York,Health,Total for selected values,680
2005,Columbia Univ in the City of New York,Health,Female,603
2005,Columbia Univ in the City of New York,Health,Male,77
2005,Cornell University,Total for selected values,Total for selected values,"4,096"
2005,Cornell University,Science,Total for selected values,"3,093"
2005,Cornell University,Science,Female,"1,413"
2005,Cornell University,Science,Male,"1,680"
2005,Cornell University,Engineering,Total for selected values,902
2005,Cornell University,Engineering,Female,224
2005,Cornell University,Engineering,Male,678
2005,Cornell University,Health,Total for selected values,101
2005,Cornell University,Health,Female,56
2005,Cornell University,Health,Male,45
2005,Dartmouth College,Total for selected values,Total for selected values,702
2005,Dartmouth College,Science,Total for selected values,439
2005,Dartmouth College,Science,Female,182
2005,Dartmouth College,Science,Male,257
2005,Dartmouth College,Engineering,Total for selected values,134
2005,Dartmouth College,Engineering,Female,40
2005,Dartmouth College,Engineering,Male,94
2005,Dartmouth College,Health,Total for selected values,129
2005,Dartmouth College,Health,Female,71
2005,Dartmouth College,Health,Male,58
2005,Duke University,Total for selected values,Total for selected values,"1,820"
2005,Duke University,Science,Total for selected values,"1,450"
2005,Duke University,Science,Female,712
2005,Duke University,Science,Male,738
2005,Duke University,Engineering,Total for selected values,354
2005,Duke University,Engineering,Female,110
2005,Duke University,Engineering,Male,244
2005,Duke University,Health,Total for selected values,16
2005,Duke University,Health,Female,11
2005,Duke University,Health,Male,5
2005,Harvard University,Total for selected values,Total for selected values,"4,738"
2005,Harvard University,Science,Total for selected values,"3,606"
2005,Harvard University,Science,Female,"1,631"
2005,Harvard University,Science,Male,"1,975"
