Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Broad Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2001","Duke University","Science","Social sciences","First Time Students","Full Time","Female","36",
"2001","Duke University","Science","Social sciences","First Time Students","Full Time","Male","51",
"2001","Duke University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","65",
"2001","Duke University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","65",
"2001","Duke University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","65",
"2001","Duke University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","65",
"2001","Duke University","Engineering","Engineering","First Time Students","Full Time","Female","17",
"2001","Duke University","Engineering","Engineering","First Time Students","Full Time","Male","48",
"2001","Harvard University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,149",
"2001","Harvard University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,082",
"2001","Harvard University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","213",
"2001","Harvard University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","213",
"2001","Harvard University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","213",
"2001","Harvard University","Science","Biological sciences","First Time Students","Full Time","Female","119",
"2001","Harvard University","Science","Biological sciences","First Time Students","Full Time","Male","94",
"2001","Harvard University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","4",
"2001","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","4",
"2001","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","4",
"2001","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","2",
"2001","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","2",
"2001","Harvard University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","19",
"2001","Harvard University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","19",
"2001","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","19",
"2001","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Female","7",
"2001","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Male","12",
"2001","Harvard University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","84",
"2001","Harvard University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","84",
"2001","Harvard University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","84",
"2001","Harvard University","Science","Physical sciences","First Time Students","Full Time","Female","19",
"2001","Harvard University","Science","Physical sciences","First Time Students","Full Time","Male","65",
"2001","Harvard University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","48",
"2001","Harvard University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","48",
"2001","Harvard University","Science","Psychology","First Time Students","Full Time","Total for selected values","48",
"2001","Harvard University","Science","Psychology","First Time Students","Full Time","Female","42",
"2001","Harvard University","Science","Psychology","First Time Students","Full Time","Male","6",
"2001","Harvard University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","714",
"2001","Harvard University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","714",
"2001","Harvard University","Science","Social sciences","First Time Students","Full Time","Total for selected values","714",
"2001","Harvard University","Science","Social sciences","First Time Students","Full Time","Female","305",
"2001","Harvard University","Science","Social sciences","First Time Students","Full Time","Male","409",
"2001","Harvard University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","67",
"2001","Harvard University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","67",
"2001","Harvard University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","67",
"2001","Harvard University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","67",
"2001","Harvard University","Engineering","Engineering","First Time Students","Full Time","Female","11",
"2001","Harvard University","Engineering","Engineering","First Time Students","Full Time","Male","56",
"2001","Massachusetts Institute of Technology","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,058",
"2001","Massachusetts Institute of Technology","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","405",
"2001","Massachusetts Institute of Technology","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","40",
"2001","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","40",
"2001","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Total for selected values","40",
"2001","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Female","29",
"2001","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Male","11",
"2001","Massachusetts Institute of Technology","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","49",
"2001","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","49",
"2001","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Total for selected values","49",
"2001","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Female","10",
"2001","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Male","39",
"2001","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","20",
"2001","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","20",
"2001","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","20",
"2001","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","10",
"2001","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","10",
"2001","Massachusetts Institute of Technology","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","32",
"2001","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","32",
"2001","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","32",
"2001","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Female","9",
"2001","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Male","23",
"2001","Massachusetts Institute of Technology","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","89",
"2001","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","89",
"2001","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Total for selected values","89",
"2001","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Female","21",
"2001","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Male","68",
"2001","Massachusetts Institute of Technology","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","12",
"2001","Massachusetts Institute of Technology","Science","Psychology","First Time Students","Total for selected values","Total for selected values","12",
"2001","Massachusetts Institute of Technology","Science","Psychology","First Time Students","Full Time","Total for selected values","12",
"2001","Massachusetts Institute of Technology","Science","Psychology","First Time Students","Full Time","Female","5",
"2001","Massachusetts Institute of Technology","Science","Psychology","First Time Students","Full Time","Male","7",
"2001","Massachusetts Institute of Technology","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","163",
"2001","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","163",
"2001","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Total for selected values","163",
"2001","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Female","80",
"2001","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Male","83",
"2001","Massachusetts Institute of Technology","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","653",
"2001","Massachusetts Institute of Technology","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","653",
"2001","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","653",
"2001","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Total for selected values","653",
"2001","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Female","167",
"2001","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Male","486",
"2001","Princeton University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","395",
"2001","Princeton University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","280",
"2001","Princeton University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","30",
"2001","Princeton University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","30",
"2001","Princeton University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","30",
"2001","Princeton University","Science","Biological sciences","First Time Students","Full Time","Female","15",
"2001","Princeton University","Science","Biological sciences","First Time Students","Full Time","Male","15",
"2001","Princeton University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","13",
"2001","Princeton University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","13",
"2001","Princeton University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","13",
"2001","Princeton University","Science","Computer sciences","First Time Students","Full Time","Female","2",
"2001","Princeton University","Science","Computer sciences","First Time Students","Full Time","Male","11",
"2001","Princeton University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","7",
"2001","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","7",
"2001","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","7",
"2001","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","4",
"2001","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","3",
"2001","Princeton University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","21",
"2001","Princeton University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","21",
"2001","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","21",
"2001","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Female","5",
"2001","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Male","16",
"2001","Princeton University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","59",
"2001","Princeton University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","59",
"2001","Princeton University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","59",
"2001","Princeton University","Science","Physical sciences","First Time Students","Full Time","Female","9",
"2001","Princeton University","Science","Physical sciences","First Time Students","Full Time","Male","50",
"2001","Princeton University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","10",
"2001","Princeton University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","10",
"2001","Princeton University","Science","Psychology","First Time Students","Full Time","Total for selected values","10",
"2001","Princeton University","Science","Psychology","First Time Students","Full Time","Female","6",
"2001","Princeton University","Science","Psychology","First Time Students","Full Time","Male","4",
"2001","Princeton University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","140",
"2001","Princeton University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","140",
"2001","Princeton University","Science","Social sciences","First Time Students","Full Time","Total for selected values","140",
"2001","Princeton University","Science","Social sciences","First Time Students","Full Time","Female","62",
"2001","Princeton University","Science","Social sciences","First Time Students","Full Time","Male","78",
"2001","Princeton University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","115",
"2001","Princeton University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","115",
"2001","Princeton University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","115",
"2001","Princeton University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","115",
"2001","Princeton University","Engineering","Engineering","First Time Students","Full Time","Female","42",
"2001","Princeton University","Engineering","Engineering","First Time Students","Full Time","Male","73",
"2001","Stanford University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,129",
"2001","Stanford University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","442",
"2001","Stanford University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","81",
"2001","Stanford University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","81",
"2001","Stanford University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","81",
"2001","Stanford University","Science","Biological sciences","First Time Students","Full Time","Female","45",
"2001","Stanford University","Science","Biological sciences","First Time Students","Full Time","Male","36",
"2001","Stanford University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","67",
"2001","Stanford University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","67",
"2001","Stanford University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","67",
"2001","Stanford University","Science","Computer sciences","First Time Students","Full Time","Female","16",
"2001","Stanford University","Science","Computer sciences","First Time Students","Full Time","Male","51",
"2001","Stanford University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","39",
"2001","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","39",
"2001","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","39",
"2001","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","14",
"2001","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","25",
"2001","Stanford University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","58",
"2001","Stanford University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","58",
"2001","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","58",
"2001","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Female","18",
"2001","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Male","40",
"2001","Stanford University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","85",
"2001","Stanford University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","85",
"2001","Stanford University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","85",
"2001","Stanford University","Science","Physical sciences","First Time Students","Full Time","Female","27",
"2001","Stanford University","Science","Physical sciences","First Time Students","Full Time","Male","58",
"2001","Stanford University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","20",
"2001","Stanford University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","20",
"2001","Stanford University","Science","Psychology","First Time Students","Full Time","Total for selected values","20",
"2001","Stanford University","Science","Psychology","First Time Students","Full Time","Female","15",
"2001","Stanford University","Science","Psychology","First Time Students","Full Time","Male","5",
"2001","Stanford University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","92",
"2001","Stanford University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","92",
"2001","Stanford University","Science","Social sciences","First Time Students","Full Time","Total for selected values","92",
"2001","Stanford University","Science","Social sciences","First Time Students","Full Time","Female","44",
"2001","Stanford University","Science","Social sciences","First Time Students","Full Time","Male","48",
"2001","Stanford University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","687",
"2001","Stanford University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","687",
"2001","Stanford University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","687",
"2001","Stanford University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","687",
"2001","Stanford University","Engineering","Engineering","First Time Students","Full Time","Female","151",
"2001","Stanford University","Engineering","Engineering","First Time Students","Full Time","Male","536",
"2001","University of Pennsylvania","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","395",
"2001","University of Pennsylvania","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","290",
"2001","University of Pennsylvania","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","83",
"2001","University of Pennsylvania","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","83",
"2001","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Total for selected values","83",
"2001","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Female","47",
"2001","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Male","36",
"2001","University of Pennsylvania","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","72",
"2001","University of Pennsylvania","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","72",
"2001","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Total for selected values","72",
"2001","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Female","15",
"2001","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Male","57",
"2001","University of Pennsylvania","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","59",
"2001","University of Pennsylvania","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","59",
"2001","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Total for selected values","59",
"2001","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Female","21",
"2001","University of Pennsylvania","Science","Physical sciences","First Time Students","Full Time","Male","38",
"2001","University of Pennsylvania","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","9",
"2001","University of Pennsylvania","Science","Psychology","First Time Students","Total for selected values","Total for selected values","9",
"2001","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Total for selected values","9",
"2001","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Female","6",
"2001","University of Pennsylvania","Science","Psychology","First Time Students","Full Time","Male","3",
"2001","University of Pennsylvania","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","67",
"2001","University of Pennsylvania","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","67",
"2001","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Total for selected values","67",
"2001","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Female","42",
"2001","University of Pennsylvania","Science","Social sciences","First Time Students","Full Time","Male","25",
"2001","University of Pennsylvania","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","105",
"2001","University of Pennsylvania","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","105",
"2001","University of Pennsylvania","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","105",
"2001","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Total for selected values","105",
"2001","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Female","34",
"2001","University of Pennsylvania","Engineering","Engineering","First Time Students","Full Time","Male","71",
"2001","Yale University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","324",
"2001","Yale University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","294",
"2001","Yale University","Science","Agricultural sciences","Total for selected values","Total for selected values","Total for selected values","8",
"2001","Yale University","Science","Agricultural sciences","First Time Students","Total for selected values","Total for selected values","8",
"2001","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Total for selected values","8",
"2001","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Female","3",
"2001","Yale University","Science","Agricultural sciences","First Time Students","Full Time","Male","5",
"2001","Yale University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","86",
"2001","Yale University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","86",
"2001","Yale University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","86",
"2001","Yale University","Science","Biological sciences","First Time Students","Full Time","Female","48",
"2001","Yale University","Science","Biological sciences","First Time Students","Full Time","Male","38",
"2001","Yale University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","21",
"2001","Yale University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","21",
"2001","Yale University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","21",
"2001","Yale University","Science","Computer sciences","First Time Students","Full Time","Female","1",
"2001","Yale University","Science","Computer sciences","First Time Students","Full Time","Male","20",
"2001","Yale University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","10",
"2001","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","10",
"2001","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","10",
"2001","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","1",
"2001","Yale University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","9",
"2001","Yale University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","20",
"2001","Yale University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","20",
"2001","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","20",
"2001","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Female","7",
"2001","Yale University","Science","Mathematics and statistics","First Time Students","Full Time","Male","13",
"2001","Yale University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","66",
"2001","Yale University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","66",
"2001","Yale University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","66",
"2001","Yale University","Science","Physical sciences","First Time Students","Full Time","Female","21",
"2001","Yale University","Science","Physical sciences","First Time Students","Full Time","Male","45",
"2001","Yale University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","19",
"2001","Yale University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","19",
"2001","Yale University","Science","Psychology","First Time Students","Full Time","Total for selected values","19",
"2001","Yale University","Science","Psychology","First Time Students","Full Time","Female","14",
"2001","Yale University","Science","Psychology","First Time Students","Full Time","Male","5",
"2001","Yale University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","64",
"2001","Yale University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","64",
"2001","Yale University","Science","Social sciences","First Time Students","Full Time","Total for selected values","64",
"2001","Yale University","Science","Social sciences","First Time Students","Full Time","Female","28",
"2001","Yale University","Science","Social sciences","First Time Students","Full Time","Male","36",
"2001","Yale University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","30",
"2001","Yale University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","30",
"2001","Yale University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","30",
"2001","Yale University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","30",
"2001","Yale University","Engineering","Engineering","First Time Students","Full Time","Female","6",
"2001","Yale University","Engineering","Engineering","First Time Students","Full Time","Male","24",
"2000","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","6,854",
"2000","Brown University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","196",
"2000","Brown University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","175",
"2000","Brown University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","41",
"2000","Brown University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","41",
"2000","Brown University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","41",
"2000","Brown University","Science","Biological sciences","First Time Students","Full Time","Female","19",
"2000","Brown University","Science","Biological sciences","First Time Students","Full Time","Male","22",
"2000","Brown University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","29",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Female","5",
"2000","Brown University","Science","Computer sciences","First Time Students","Full Time","Male","24",
"2000","Brown University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","6",
"2000","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","6",
"2000","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","6",
"2000","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","3",
"2000","Brown University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","20",
"2000","Brown University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","20",
"2000","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","20",
"2000","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Mathematics and statistics","First Time Students","Full Time","Male","17",
"2000","Brown University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","31",
"2000","Brown University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","31",
"2000","Brown University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","31",
"2000","Brown University","Science","Physical sciences","First Time Students","Full Time","Female","7",
"2000","Brown University","Science","Physical sciences","First Time Students","Full Time","Male","24",
"2000","Brown University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","5",
"2000","Brown University","Science","Psychology","First Time Students","Full Time","Total for selected values","5",
"2000","Brown University","Science","Psychology","First Time Students","Full Time","Female","3",
"2000","Brown University","Science","Psychology","First Time Students","Full Time","Male","2",
"2000","Brown University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","43",
"2000","Brown University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","43",
"2000","Brown University","Science","Social sciences","First Time Students","Full Time","Total for selected values","43",
"2000","Brown University","Science","Social sciences","First Time Students","Full Time","Female","23",
"2000","Brown University","Science","Social sciences","First Time Students","Full Time","Male","20",
"2000","Brown University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","21",
"2000","Brown University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","21",
"2000","Brown University","Engineering","Engineering","First Time Students","Full Time","Female","3",
"2000","Brown University","Engineering","Engineering","First Time Students","Full Time","Male","18",
"2000","Columbia Univ in the City of New York","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","580",
"2000","Columbia Univ in the City of New York","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","390",
"2000","Columbia Univ in the City of New York","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","62",
"2000","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","62",
"2000","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Total for selected values","62",
"2000","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Female","35",
"2000","Columbia Univ in the City of New York","Science","Biological sciences","First Time Students","Full Time","Male","27",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Total for selected values","75",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Female","11",
"2000","Columbia Univ in the City of New York","Science","Computer sciences","First Time Students","Full Time","Male","64",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","27",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","27",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","27",
"2000","Columbia Univ in the City of New York","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","16",
