Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Broad Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2015","Cornell University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","6",
"2015","Cornell University","Science","Psychology","First Time Students","Full Time","Total for selected values","6",
"2015","Cornell University","Science","Psychology","First Time Students","Full Time","Female","3",
"2015","Cornell University","Science","Psychology","First Time Students","Full Time","Male","3",
"2015","Cornell University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","285",
"2015","Cornell University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","285",
"2015","Cornell University","Science","Social sciences","First Time Students","Full Time","Total for selected values","285",
"2015","Cornell University","Science","Social sciences","First Time Students","Full Time","Female","169",
"2015","Cornell University","Science","Social sciences","First Time Students","Full Time","Male","116",
"2015","Cornell University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","756",
"2015","Cornell University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","756",
"2015","Cornell University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","756",
"2015","Cornell University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","756",
"2015","Cornell University","Engineering","Engineering","First Time Students","Full Time","Female","261",
"2015","Cornell University","Engineering","Engineering","First Time Students","Full Time","Male","495",
"2015","Dartmouth College","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","225",
"2015","Dartmouth College","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","146",
"2015","Dartmouth College","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","49",
"2015","Dartmouth College","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","49",
"2015","Dartmouth College","Science","Biological sciences","First Time Students","Full Time","Total for selected values","49",
"2015","Dartmouth College","Science","Biological sciences","First Time Students","Full Time","Female","26",
"2015","Dartmouth College","Science","Biological sciences","First Time Students","Full Time","Male","23",
"2015","Dartmouth College","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","51",
"2015","Dartmouth College","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","51",
"2015","Dartmouth College","Science","Computer sciences","First Time Students","Full Time","Total for selected values","51",
"2015","Dartmouth College","Science","Computer sciences","First Time Students","Full Time","Female","22",
"2015","Dartmouth College","Science","Computer sciences","First Time Students","Full Time","Male","29",
"2015","Dartmouth College","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","6",
"2015","Dartmouth College","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","6",
"2015","Dartmouth College","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","6",
"2015","Dartmouth College","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","5",
"2015","Dartmouth College","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","1",
"2015","Dartmouth College","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","6",
"2015","Dartmouth College","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","6",
"2015","Dartmouth College","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","6",
"2015","Dartmouth College","Science","Mathematics and statistics","First Time Students","Full Time","Female","3",
"2015","Dartmouth College","Science","Mathematics and statistics","First Time Students","Full Time","Male","3",
"2015","Dartmouth College","Science","Multidisciplinary and interdisciplinary studies","Total for selected values","Total for selected values","Total for selected values","4",
"2015","Dartmouth College","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Total for selected values","Total for selected values","4",
"2015","Dartmouth College","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Total for selected values","4",
"2015","Dartmouth College","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Female","2",
"2015","Dartmouth College","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Male","2",
"2015","Dartmouth College","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","20",
"2015","Dartmouth College","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","20",
"2015","Dartmouth College","Science","Physical sciences","First Time Students","Full Time","Total for selected values","20",
"2015","Dartmouth College","Science","Physical sciences","First Time Students","Full Time","Female","9",
"2015","Dartmouth College","Science","Physical sciences","First Time Students","Full Time","Male","11",
"2015","Dartmouth College","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","10",
"2015","Dartmouth College","Science","Psychology","First Time Students","Total for selected values","Total for selected values","10",
"2015","Dartmouth College","Science","Psychology","First Time Students","Full Time","Total for selected values","10",
"2015","Dartmouth College","Science","Psychology","First Time Students","Full Time","Female","5",
"2015","Dartmouth College","Science","Psychology","First Time Students","Full Time","Male","5",
"2015","Dartmouth College","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","79",
"2015","Dartmouth College","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","79",
"2015","Dartmouth College","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","79",
"2015","Dartmouth College","Engineering","Engineering","First Time Students","Full Time","Total for selected values","79",
"2015","Dartmouth College","Engineering","Engineering","First Time Students","Full Time","Female","24",
"2015","Dartmouth College","Engineering","Engineering","First Time Students","Full Time","Male","55",
"2015","Duke University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","655",
"2015","Duke University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","513",
"2015","Duke University","Science","Agricultural sciences","Total for selected values","Total for selected values","Total for selected values","14",
"2015","Duke University","Science","Agricultural sciences","First Time Students","Total for selected values","Total for selected values","14",
"2015","Duke University","Science","Agricultural sciences","First Time Students","Full Time","Total for selected values","14",
"2015","Duke University","Science","Agricultural sciences","First Time Students","Full Time","Female","9",
"2015","Duke University","Science","Agricultural sciences","First Time Students","Full Time","Male","5",
"2015","Duke University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","112",
"2015","Duke University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","112",
"2015","Duke University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","112",
"2015","Duke University","Science","Biological sciences","First Time Students","Full Time","Female","67",
"2015","Duke University","Science","Biological sciences","First Time Students","Full Time","Male","45",
"2015","Duke University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","32",
"2015","Duke University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","32",
"2015","Duke University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","32",
"2015","Duke University","Science","Computer sciences","First Time Students","Full Time","Female","11",
"2015","Duke University","Science","Computer sciences","First Time Students","Full Time","Male","21",
"2015","Duke University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","10",
"2015","Duke University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","10",
"2015","Duke University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","10",
"2015","Duke University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","3",
"2015","Duke University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","7",
"2015","Duke University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","43",
"2015","Duke University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","43",
"2015","Duke University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","43",
"2015","Duke University","Science","Mathematics and statistics","First Time Students","Full Time","Female","18",
"2015","Duke University","Science","Mathematics and statistics","First Time Students","Full Time","Male","25",
"2015","Duke University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","6",
"2015","Duke University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","6",
"2015","Duke University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","6",
"2015","Duke University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","3",
"2015","Duke University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","3",
"2015","Duke University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","39",
"2015","Duke University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","39",
"2015","Duke University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","39",
"2015","Duke University","Science","Physical sciences","First Time Students","Full Time","Female","16",
"2015","Duke University","Science","Physical sciences","First Time Students","Full Time","Male","23",
"2015","Duke University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","10",
"2015","Duke University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","10",
"2015","Duke University","Science","Psychology","First Time Students","Full Time","Total for selected values","10",
"2015","Duke University","Science","Psychology","First Time Students","Full Time","Female","5",
"2015","Duke University","Science","Psychology","First Time Students","Full Time","Male","5",
"2015","Duke University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","247",
"2015","Duke University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","247",
"2015","Duke University","Science","Social sciences","First Time Students","Full Time","Total for selected values","247",
"2015","Duke University","Science","Social sciences","First Time Students","Full Time","Female","127",
"2015","Duke University","Science","Social sciences","First Time Students","Full Time","Male","120",
"2015","Duke University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","142",
"2015","Duke University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","142",
"2015","Duke University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","142",
"2015","Duke University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","142",
"2015","Duke University","Engineering","Engineering","First Time Students","Full Time","Female","47",
"2015","Duke University","Engineering","Engineering","First Time Students","Full Time","Male","95",
"2015","Harvard University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,263",
"2015","Harvard University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,224",
"2015","Harvard University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","320",
"2015","Harvard University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","320",
"2015","Harvard University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","320",
"2015","Harvard University","Science","Biological sciences","First Time Students","Full Time","Female","187",
"2015","Harvard University","Science","Biological sciences","First Time Students","Full Time","Male","133",
"2015","Harvard University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","63",
"2015","Harvard University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","63",
"2015","Harvard University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","63",
"2015","Harvard University","Science","Computer sciences","First Time Students","Full Time","Female","18",
"2015","Harvard University","Science","Computer sciences","First Time Students","Full Time","Male","45",
"2015","Harvard University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","9",
"2015","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","9",
"2015","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","9",
"2015","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","4",
"2015","Harvard University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","5",
"2015","Harvard University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","53",
"2015","Harvard University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","53",
"2015","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","53",
"2015","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Female","19",
"2015","Harvard University","Science","Mathematics and statistics","First Time Students","Full Time","Male","34",
"2015","Harvard University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","16",
"2015","Harvard University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","16",
"2015","Harvard University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","16",
"2015","Harvard University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","9",
"2015","Harvard University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","7",
"2015","Harvard University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","101",
"2015","Harvard University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","101",
"2015","Harvard University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","101",
"2015","Harvard University","Science","Physical sciences","First Time Students","Full Time","Female","32",
"2015","Harvard University","Science","Physical sciences","First Time Students","Full Time","Male","69",
"2015","Harvard University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","13",
"2015","Harvard University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","13",
"2015","Harvard University","Science","Psychology","First Time Students","Full Time","Total for selected values","13",
"2015","Harvard University","Science","Psychology","First Time Students","Full Time","Female","5",
"2015","Harvard University","Science","Psychology","First Time Students","Full Time","Male","8",
"2015","Harvard University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","649",
"2015","Harvard University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","649",
"2015","Harvard University","Science","Social sciences","First Time Students","Full Time","Total for selected values","649",
"2015","Harvard University","Science","Social sciences","First Time Students","Full Time","Female","309",
"2015","Harvard University","Science","Social sciences","First Time Students","Full Time","Male","340",
"2015","Harvard University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","39",
"2015","Harvard University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","39",
"2015","Harvard University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","39",
"2015","Harvard University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","39",
"2015","Harvard University","Engineering","Engineering","First Time Students","Full Time","Female","13",
"2015","Harvard University","Engineering","Engineering","First Time Students","Full Time","Male","26",
"2015","Massachusetts Institute of Technology","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,114",
"2015","Massachusetts Institute of Technology","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","450",
"2015","Massachusetts Institute of Technology","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","48",
"2015","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","48",
"2015","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Total for selected values","48",
"2015","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Female","28",
"2015","Massachusetts Institute of Technology","Science","Biological sciences","First Time Students","Full Time","Male","20",
"2015","Massachusetts Institute of Technology","Science","Communication","Total for selected values","Total for selected values","Total for selected values","53",
"2015","Massachusetts Institute of Technology","Science","Communication","First Time Students","Total for selected values","Total for selected values","53",
"2015","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Total for selected values","53",
"2015","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Female","19",
"2015","Massachusetts Institute of Technology","Science","Communication","First Time Students","Full Time","Male","34",
"2015","Massachusetts Institute of Technology","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","153",
"2015","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","153",
"2015","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Total for selected values","153",
"2015","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Female","43",
"2015","Massachusetts Institute of Technology","Science","Computer sciences","First Time Students","Full Time","Male","110",
"2015","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","37",
"2015","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","37",
"2015","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","37",
"2015","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","24",
"2015","Massachusetts Institute of Technology","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","13",
"2015","Massachusetts Institute of Technology","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","33",
"2015","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","33",
"2015","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","33",
"2015","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Female","5",
"2015","Massachusetts Institute of Technology","Science","Mathematics and statistics","First Time Students","Full Time","Male","28",
"2015","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","Total for selected values","Total for selected values","Total for selected values","5",
"2015","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Total for selected values","Total for selected values","5",
"2015","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Total for selected values","5",
"2015","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Female","3",
"2015","Massachusetts Institute of Technology","Science","Multidisciplinary and interdisciplinary studies","First Time Students","Full Time","Male","2",
"2015","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","13",
"2015","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","13",
"2015","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","13",
"2015","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","4",
"2015","Massachusetts Institute of Technology","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","9",
"2015","Massachusetts Institute of Technology","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","68",
"2015","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","68",
"2015","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Total for selected values","68",
"2015","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Female","19",
"2015","Massachusetts Institute of Technology","Science","Physical sciences","First Time Students","Full Time","Male","49",
"2015","Massachusetts Institute of Technology","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","40",
"2015","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","40",
"2015","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Total for selected values","40",
"2015","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Female","14",
"2015","Massachusetts Institute of Technology","Science","Social sciences","First Time Students","Full Time","Male","26",
"2015","Massachusetts Institute of Technology","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","664",
"2015","Massachusetts Institute of Technology","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","664",
"2015","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","664",
"2015","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Total for selected values","664",
"2015","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Female","195",
"2015","Massachusetts Institute of Technology","Engineering","Engineering","First Time Students","Full Time","Male","469",
"2015","Princeton University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","482",
"2015","Princeton University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","384",
"2015","Princeton University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","42",
"2015","Princeton University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","42",
"2015","Princeton University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","42",
"2015","Princeton University","Science","Biological sciences","First Time Students","Full Time","Female","22",
"2015","Princeton University","Science","Biological sciences","First Time Students","Full Time","Male","20",
"2015","Princeton University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","28",
"2015","Princeton University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","28",
"2015","Princeton University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","28",
"2015","Princeton University","Science","Computer sciences","First Time Students","Full Time","Female","5",
"2015","Princeton University","Science","Computer sciences","First Time Students","Full Time","Male","23",
"2015","Princeton University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","10",
"2015","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","10",
"2015","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","10",
"2015","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","6",
"2015","Princeton University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","4",
"2015","Princeton University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","17",
"2015","Princeton University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","17",
"2015","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","17",
"2015","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Female","6",
"2015","Princeton University","Science","Mathematics and statistics","First Time Students","Full Time","Male","11",
"2015","Princeton University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","11",
"2015","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","11",
"2015","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","11",
"2015","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","4",
"2015","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","7",
"2015","Princeton University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","69",
"2015","Princeton University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","69",
"2015","Princeton University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","69",
"2015","Princeton University","Science","Physical sciences","First Time Students","Full Time","Female","17",
"2015","Princeton University","Science","Physical sciences","First Time Students","Full Time","Male","52",
"2015","Princeton University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","9",
"2015","Princeton University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","9",
"2015","Princeton University","Science","Psychology","First Time Students","Full Time","Total for selected values","9",
"2015","Princeton University","Science","Psychology","First Time Students","Full Time","Female","6",
"2015","Princeton University","Science","Psychology","First Time Students","Full Time","Male","3",
"2015","Princeton University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","198",
"2015","Princeton University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","198",
"2015","Princeton University","Science","Social sciences","First Time Students","Full Time","Total for selected values","198",
"2015","Princeton University","Science","Social sciences","First Time Students","Full Time","Female","96",
"2015","Princeton University","Science","Social sciences","First Time Students","Full Time","Male","102",
"2015","Princeton University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","98",
"2015","Princeton University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","98",
"2015","Princeton University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","98",
"2015","Princeton University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","98",
"2015","Princeton University","Engineering","Engineering","First Time Students","Full Time","Female","27",
"2015","Princeton University","Engineering","Engineering","First Time Students","Full Time","Male","71",
"2015","Stanford University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,356",
"2015","Stanford University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","654",
"2015","Stanford University","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","127",
"2015","Stanford University","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","127",
"2015","Stanford University","Science","Biological sciences","First Time Students","Full Time","Total for selected values","127",
"2015","Stanford University","Science","Biological sciences","First Time Students","Full Time","Female","59",
"2015","Stanford University","Science","Biological sciences","First Time Students","Full Time","Male","68",
"2015","Stanford University","Science","Communication","Total for selected values","Total for selected values","Total for selected values","11",
"2015","Stanford University","Science","Communication","First Time Students","Total for selected values","Total for selected values","11",
"2015","Stanford University","Science","Communication","First Time Students","Full Time","Total for selected values","11",
"2015","Stanford University","Science","Communication","First Time Students","Full Time","Female","8",
"2015","Stanford University","Science","Communication","First Time Students","Full Time","Male","3",
"2015","Stanford University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","153",
"2015","Stanford University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","153",
"2015","Stanford University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","153",
"2015","Stanford University","Science","Computer sciences","First Time Students","Full Time","Female","33",
"2015","Stanford University","Science","Computer sciences","First Time Students","Full Time","Male","120",
"2015","Stanford University","Science","Earth, atmospheric, and ocean sciences","Total for selected values","Total for selected values","Total for selected values","36",
"2015","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Total for selected values","Total for selected values","36",
"2015","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Total for selected values","36",
"2015","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Female","19",
"2015","Stanford University","Science","Earth, atmospheric, and ocean sciences","First Time Students","Full Time","Male","17",
"2015","Stanford University","Science","Mathematics and statistics","Total for selected values","Total for selected values","Total for selected values","103",
"2015","Stanford University","Science","Mathematics and statistics","First Time Students","Total for selected values","Total for selected values","103",
"2015","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Total for selected values","103",
"2015","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Female","28",
"2015","Stanford University","Science","Mathematics and statistics","First Time Students","Full Time","Male","75",
"2015","Stanford University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","18",
"2015","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","18",
"2015","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","18",
"2015","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","6",
"2015","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","12",
"2015","Stanford University","Science","Physical sciences","Total for selected values","Total for selected values","Total for selected values","81",
"2015","Stanford University","Science","Physical sciences","First Time Students","Total for selected values","Total for selected values","81",
"2015","Stanford University","Science","Physical sciences","First Time Students","Full Time","Total for selected values","81",
"2015","Stanford University","Science","Physical sciences","First Time Students","Full Time","Female","28",
"2015","Stanford University","Science","Physical sciences","First Time Students","Full Time","Male","53",
"2015","Stanford University","Science","Psychology","Total for selected values","Total for selected values","Total for selected values","16",
"2015","Stanford University","Science","Psychology","First Time Students","Total for selected values","Total for selected values","16",
"2015","Stanford University","Science","Psychology","First Time Students","Full Time","Total for selected values","16",
"2015","Stanford University","Science","Psychology","First Time Students","Full Time","Female","10",
"2015","Stanford University","Science","Psychology","First Time Students","Full Time","Male","6",
"2015","Stanford University","Science","Social sciences","Total for selected values","Total for selected values","Total for selected values","109",
"2015","Stanford University","Science","Social sciences","First Time Students","Total for selected values","Total for selected values","109",
"2015","Stanford University","Science","Social sciences","First Time Students","Full Time","Total for selected values","109",
"2015","Stanford University","Science","Social sciences","First Time Students","Full Time","Female","47",
"2015","Stanford University","Science","Social sciences","First Time Students","Full Time","Male","62",
"2015","Stanford University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","702",
"2015","Stanford University","Engineering","Engineering","Total for selected values","Total for selected values","Total for selected values","702",
"2015","Stanford University","Engineering","Engineering","First Time Students","Total for selected values","Total for selected values","702",
"2015","Stanford University","Engineering","Engineering","First Time Students","Full Time","Total for selected values","702",
"2015","Stanford University","Engineering","Engineering","First Time Students","Full Time","Female","212",
"2015","Stanford University","Engineering","Engineering","First Time Students","Full Time","Male","490",
