Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Detailed Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2012","Princeton University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","4",
"2012","Princeton University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","4",
"2012","Princeton University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Female","2",
"2012","Princeton University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Male","2",
"2012","Princeton University","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","64",
"2012","Princeton University","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","64",
"2012","Princeton University","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","64",
"2012","Princeton University","Science","Economics (except agricultural)","First Time Students","Full Time","Female","15",
"2012","Princeton University","Science","Economics (except agricultural)","First Time Students","Full Time","Male","49",
"2012","Princeton University","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","9",
"2012","Princeton University","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","9",
"2012","Princeton University","Science","Geosciences","First Time Students","Full Time","Total for selected values","9",
"2012","Princeton University","Science","Geosciences","First Time Students","Full Time","Female","3",
"2012","Princeton University","Science","Geosciences","First Time Students","Full Time","Male","6",
"2012","Princeton University","Science","History and philosophy of science","Total for selected values","Total for selected values","Total for selected values","5",
"2012","Princeton University","Science","History and philosophy of science","First Time Students","Total for selected values","Total for selected values","5",
"2012","Princeton University","Science","History and philosophy of science","First Time Students","Full Time","Total for selected values","5",
"2012","Princeton University","Science","History and philosophy of science","First Time Students","Full Time","Female","4",
"2012","Princeton University","Science","History and philosophy of science","First Time Students","Full Time","Male","1",
"2012","Princeton University","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","15",
"2012","Princeton University","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","15",
"2012","Princeton University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","15",
"2012","Princeton University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","15",
"2012","Princeton University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","4",
"2012","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","4",
"2012","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","4",
"2012","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","3",
"2012","Princeton University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","1",
"2012","Princeton University","Science","Physics","Total for selected values","Total for selected values","Total for selected values","21",
"2012","Princeton University","Science","Physics","First Time Students","Total for selected values","Total for selected values","21",
"2012","Princeton University","Science","Physics","First Time Students","Full Time","Total for selected values","21",
"2012","Princeton University","Science","Physics","First Time Students","Full Time","Female","3",
"2012","Princeton University","Science","Physics","First Time Students","Full Time","Male","18",
"2012","Princeton University","Science","Political science and government","Total for selected values","Total for selected values","Total for selected values","121",
"2012","Princeton University","Science","Political science and government","First Time Students","Total for selected values","Total for selected values","121",
"2012","Princeton University","Science","Political science and government","First Time Students","Full Time","Total for selected values","121",
"2012","Princeton University","Science","Political science and government","First Time Students","Full Time","Female","52",
"2012","Princeton University","Science","Political science and government","First Time Students","Full Time","Male","69",
"2012","Princeton University","Science","Psychology, general","Total for selected values","Total for selected values","Total for selected values","11",
"2012","Princeton University","Science","Psychology, general","First Time Students","Total for selected values","Total for selected values","11",
"2012","Princeton University","Science","Psychology, general","First Time Students","Full Time","Total for selected values","11",
"2012","Princeton University","Science","Psychology, general","First Time Students","Full Time","Female","5",
"2012","Princeton University","Science","Psychology, general","First Time Students","Full Time","Male","6",
"2012","Princeton University","Science","Social sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","1",
"2012","Princeton University","Science","Social sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","1",
"2012","Princeton University","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","1",
"2012","Princeton University","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Female","1",
"2012","Princeton University","Science","Sociology","Total for selected values","Total for selected values","Total for selected values","8",
"2012","Princeton University","Science","Sociology","First Time Students","Total for selected values","Total for selected values","8",
"2012","Princeton University","Science","Sociology","First Time Students","Full Time","Total for selected values","8",
"2012","Princeton University","Science","Sociology","First Time Students","Full Time","Female","7",
"2012","Princeton University","Science","Sociology","First Time Students","Full Time","Male","1",
"2012","Princeton University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","108",
"2012","Princeton University","Engineering","Architecture","Total for selected values","Total for selected values","Total for selected values","5",
"2012","Princeton University","Engineering","Architecture","First Time Students","Total for selected values","Total for selected values","5",
"2012","Princeton University","Engineering","Architecture","First Time Students","Full Time","Total for selected values","5",
"2012","Princeton University","Engineering","Architecture","First Time Students","Full Time","Female","2",
"2012","Princeton University","Engineering","Architecture","First Time Students","Full Time","Male","3",
"2012","Princeton University","Engineering","Chemical engineering","Total for selected values","Total for selected values","Total for selected values","27",
"2012","Princeton University","Engineering","Chemical engineering","First Time Students","Total for selected values","Total for selected values","27",
"2012","Princeton University","Engineering","Chemical engineering","First Time Students","Full Time","Total for selected values","27",
"2012","Princeton University","Engineering","Chemical engineering","First Time Students","Full Time","Female","5",
"2012","Princeton University","Engineering","Chemical engineering","First Time Students","Full Time","Male","22",
"2012","Princeton University","Engineering","Civil engineering","Total for selected values","Total for selected values","Total for selected values","22",
"2012","Princeton University","Engineering","Civil engineering","First Time Students","Total for selected values","Total for selected values","22",
"2012","Princeton University","Engineering","Civil engineering","First Time Students","Full Time","Total for selected values","22",
"2012","Princeton University","Engineering","Civil engineering","First Time Students","Full Time","Female","8",
"2012","Princeton University","Engineering","Civil engineering","First Time Students","Full Time","Male","14",
"2012","Princeton University","Engineering","Electrical engineering","Total for selected values","Total for selected values","Total for selected values","31",
"2012","Princeton University","Engineering","Electrical engineering","First Time Students","Total for selected values","Total for selected values","31",
"2012","Princeton University","Engineering","Electrical engineering","First Time Students","Full Time","Total for selected values","31",
"2012","Princeton University","Engineering","Electrical engineering","First Time Students","Full Time","Female","8",
"2012","Princeton University","Engineering","Electrical engineering","First Time Students","Full Time","Male","23",
"2012","Princeton University","Engineering","Industrial and manufacturing engineering","Total for selected values","Total for selected values","Total for selected values","10",
"2012","Princeton University","Engineering","Industrial and manufacturing engineering","First Time Students","Total for selected values","Total for selected values","10",
"2012","Princeton University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Total for selected values","10",
"2012","Princeton University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Female","3",
"2012","Princeton University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Male","7",
"2012","Princeton University","Engineering","Mechanical engineering","Total for selected values","Total for selected values","Total for selected values","13",
"2012","Princeton University","Engineering","Mechanical engineering","First Time Students","Total for selected values","Total for selected values","13",
"2012","Princeton University","Engineering","Mechanical engineering","First Time Students","Full Time","Total for selected values","13",
"2012","Princeton University","Engineering","Mechanical engineering","First Time Students","Full Time","Female","2",
"2012","Princeton University","Engineering","Mechanical engineering","First Time Students","Full Time","Male","11",
"2012","Stanford University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,388",
"2012","Stanford University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","629",
"2012","Stanford University","Science","Anthropology","Total for selected values","Total for selected values","Total for selected values","10",
"2012","Stanford University","Science","Anthropology","First Time Students","Total for selected values","Total for selected values","10",
"2012","Stanford University","Science","Anthropology","First Time Students","Full Time","Total for selected values","10",
"2012","Stanford University","Science","Anthropology","First Time Students","Full Time","Female","4",
"2012","Stanford University","Science","Anthropology","First Time Students","Full Time","Male","6",
"2012","Stanford University","Science","Biochemistry","Total for selected values","Total for selected values","Total for selected values","9",
"2012","Stanford University","Science","Biochemistry","First Time Students","Total for selected values","Total for selected values","9",
"2012","Stanford University","Science","Biochemistry","First Time Students","Full Time","Total for selected values","9",
"2012","Stanford University","Science","Biochemistry","First Time Students","Full Time","Female","4",
"2012","Stanford University","Science","Biochemistry","First Time Students","Full Time","Male","5",
"2012","Stanford University","Science","Biology","Total for selected values","Total for selected values","Total for selected values","29",
"2012","Stanford University","Science","Biology","First Time Students","Total for selected values","Total for selected values","29",
"2012","Stanford University","Science","Biology","First Time Students","Full Time","Total for selected values","29",
"2012","Stanford University","Science","Biology","First Time Students","Full Time","Female","12",
"2012","Stanford University","Science","Biology","First Time Students","Full Time","Male","17",
"2012","Stanford University","Science","Biometry and epidemiology","Total for selected values","Total for selected values","Total for selected values","33",
"2012","Stanford University","Science","Biometry and epidemiology","First Time Students","Total for selected values","Total for selected values","33",
"2012","Stanford University","Science","Biometry and epidemiology","First Time Students","Full Time","Total for selected values","33",
"2012","Stanford University","Science","Biometry and epidemiology","First Time Students","Full Time","Female","19",
"2012","Stanford University","Science","Biometry and epidemiology","First Time Students","Full Time","Male","14",
"2012","Stanford University","Science","Biophysics","Total for selected values","Total for selected values","Total for selected values","4",
"2012","Stanford University","Science","Biophysics","First Time Students","Total for selected values","Total for selected values","4",
"2012","Stanford University","Science","Biophysics","First Time Students","Full Time","Total for selected values","4",
"2012","Stanford University","Science","Biophysics","First Time Students","Full Time","Female","1",
"2012","Stanford University","Science","Biophysics","First Time Students","Full Time","Male","3",
"2012","Stanford University","Science","Cell and molecular biology","Total for selected values","Total for selected values","Total for selected values","6",
"2012","Stanford University","Science","Cell and molecular biology","First Time Students","Total for selected values","Total for selected values","6",
"2012","Stanford University","Science","Cell and molecular biology","First Time Students","Full Time","Total for selected values","6",
"2012","Stanford University","Science","Cell and molecular biology","First Time Students","Full Time","Female","3",
"2012","Stanford University","Science","Cell and molecular biology","First Time Students","Full Time","Male","3",
"2012","Stanford University","Science","Chemistry","Total for selected values","Total for selected values","Total for selected values","44",
"2012","Stanford University","Science","Chemistry","First Time Students","Total for selected values","Total for selected values","44",
"2012","Stanford University","Science","Chemistry","First Time Students","Full Time","Total for selected values","44",
"2012","Stanford University","Science","Chemistry","First Time Students","Full Time","Female","12",
"2012","Stanford University","Science","Chemistry","First Time Students","Full Time","Male","32",
"2012","Stanford University","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","123",
"2012","Stanford University","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","123",
"2012","Stanford University","Science","Computer sciences","First Time Students","Full Time","Total for selected values","123",
"2012","Stanford University","Science","Computer sciences","First Time Students","Full Time","Female","16",
"2012","Stanford University","Science","Computer sciences","First Time Students","Full Time","Male","107",
"2012","Stanford University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","11",
"2012","Stanford University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","11",
"2012","Stanford University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","11",
"2012","Stanford University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Female","9",
"2012","Stanford University","Science","Earth, atmospheric, and ocean sciences not elsewhere classified","First Time Students","Full Time","Male","2",
"2012","Stanford University","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","32",
"2012","Stanford University","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","32",
"2012","Stanford University","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","32",
"2012","Stanford University","Science","Economics (except agricultural)","First Time Students","Full Time","Female","5",
"2012","Stanford University","Science","Economics (except agricultural)","First Time Students","Full Time","Male","27",
"2012","Stanford University","Science","Genetics","Total for selected values","Total for selected values","Total for selected values","14",
"2012","Stanford University","Science","Genetics","First Time Students","Total for selected values","Total for selected values","14",
"2012","Stanford University","Science","Genetics","First Time Students","Full Time","Total for selected values","14",
"2012","Stanford University","Science","Genetics","First Time Students","Full Time","Female","10",
"2012","Stanford University","Science","Genetics","First Time Students","Full Time","Male","4",
"2012","Stanford University","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","20",
"2012","Stanford University","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","20",
"2012","Stanford University","Science","Geosciences","First Time Students","Full Time","Total for selected values","20",
"2012","Stanford University","Science","Geosciences","First Time Students","Full Time","Female","10",
"2012","Stanford University","Science","Geosciences","First Time Students","Full Time","Male","10",
"2012","Stanford University","Science","History and philosophy of science","Total for selected values","Total for selected values","Total for selected values","1",
"2012","Stanford University","Science","History and philosophy of science","First Time Students","Total for selected values","Total for selected values","1",
"2012","Stanford University","Science","History and philosophy of science","First Time Students","Full Time","Total for selected values","1",
"2012","Stanford University","Science","History and philosophy of science","First Time Students","Full Time","Female","1",
"2012","Stanford University","Science","Linguistics","Total for selected values","Total for selected values","Total for selected values","8",
"2012","Stanford University","Science","Linguistics","First Time Students","Total for selected values","Total for selected values","8",
"2012","Stanford University","Science","Linguistics","First Time Students","Full Time","Total for selected values","8",
"2012","Stanford University","Science","Linguistics","First Time Students","Full Time","Female","5",
"2012","Stanford University","Science","Linguistics","First Time Students","Full Time","Male","3",
"2012","Stanford University","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","47",
"2012","Stanford University","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","47",
"2012","Stanford University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","47",
"2012","Stanford University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Female","7",
"2012","Stanford University","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","40",
"2012","Stanford University","Science","Microbiology, immunology, and virology","Total for selected values","Total for selected values","Total for selected values","12",
"2012","Stanford University","Science","Microbiology, immunology, and virology","First Time Students","Total for selected values","Total for selected values","12",
"2012","Stanford University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Total for selected values","12",
"2012","Stanford University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Female","6",
"2012","Stanford University","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Male","6",
"2012","Stanford University","Science","Neurobiology and neuroscience","Total for selected values","Total for selected values","Total for selected values","12",
"2012","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Total for selected values","Total for selected values","12",
"2012","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Total for selected values","12",
"2012","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Female","5",
"2012","Stanford University","Science","Neurobiology and neuroscience","First Time Students","Full Time","Male","7",
"2012","Stanford University","Science","Pharmacology and toxicology","Total for selected values","Total for selected values","Total for selected values","6",
"2012","Stanford University","Science","Pharmacology and toxicology","First Time Students","Total for selected values","Total for selected values","6",
"2012","Stanford University","Science","Pharmacology and toxicology","First Time Students","Full Time","Total for selected values","6",
"2012","Stanford University","Science","Pharmacology and toxicology","First Time Students","Full Time","Female","4",
"2012","Stanford University","Science","Pharmacology and toxicology","First Time Students","Full Time","Male","2",
"2012","Stanford University","Science","Physics","Total for selected values","Total for selected values","Total for selected values","39",
"2012","Stanford University","Science","Physics","First Time Students","Total for selected values","Total for selected values","39",
"2012","Stanford University","Science","Physics","First Time Students","Full Time","Total for selected values","39",
"2012","Stanford University","Science","Physics","First Time Students","Full Time","Female","7",
"2012","Stanford University","Science","Physics","First Time Students","Full Time","Male","32",
"2012","Stanford University","Science","Physiology","Total for selected values","Total for selected values","Total for selected values","10",
"2012","Stanford University","Science","Physiology","First Time Students","Total for selected values","Total for selected values","10",
"2012","Stanford University","Science","Physiology","First Time Students","Full Time","Total for selected values","10",
"2012","Stanford University","Science","Physiology","First Time Students","Full Time","Female","4",
"2012","Stanford University","Science","Physiology","First Time Students","Full Time","Male","6",
"2012","Stanford University","Science","Political science and government","Total for selected values","Total for selected values","Total for selected values","39",
"2012","Stanford University","Science","Political science and government","First Time Students","Total for selected values","Total for selected values","39",
"2012","Stanford University","Science","Political science and government","First Time Students","Full Time","Total for selected values","39",
"2012","Stanford University","Science","Political science and government","First Time Students","Full Time","Female","23",
"2012","Stanford University","Science","Political science and government","First Time Students","Full Time","Male","16",
"2012","Stanford University","Science","Psychology not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","13",
"2012","Stanford University","Science","Psychology not elsewhere classified","First Time Students","Total for selected values","Total for selected values","13",
"2012","Stanford University","Science","Psychology not elsewhere classified","First Time Students","Full Time","Total for selected values","13",
"2012","Stanford University","Science","Psychology not elsewhere classified","First Time Students","Full Time","Female","6",
"2012","Stanford University","Science","Psychology not elsewhere classified","First Time Students","Full Time","Male","7",
"2012","Stanford University","Science","Social sciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","52",
"2012","Stanford University","Science","Social sciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","52",
"2012","Stanford University","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Total for selected values","52",
"2012","Stanford University","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Female","34",
"2012","Stanford University","Science","Social sciences not elsewhere classified","First Time Students","Full Time","Male","18",
"2012","Stanford University","Science","Sociology","Total for selected values","Total for selected values","Total for selected values","15",
"2012","Stanford University","Science","Sociology","First Time Students","Total for selected values","Total for selected values","15",
"2012","Stanford University","Science","Sociology","First Time Students","Full Time","Total for selected values","15",
"2012","Stanford University","Science","Sociology","First Time Students","Full Time","Female","6",
"2012","Stanford University","Science","Sociology","First Time Students","Full Time","Male","9",
"2012","Stanford University","Science","Statistics","Total for selected values","Total for selected values","Total for selected values","40",
"2012","Stanford University","Science","Statistics","First Time Students","Total for selected values","Total for selected values","40",
"2012","Stanford University","Science","Statistics","First Time Students","Full Time","Total for selected values","40",
"2012","Stanford University","Science","Statistics","First Time Students","Full Time","Female","15",
"2012","Stanford University","Science","Statistics","First Time Students","Full Time","Male","25",
"2012","Stanford University","Engineering","Total for selected values","Total for selected values","Total for selected values","Total for selected values","759",
"2012","Stanford University","Engineering","Aerospace engineering","Total for selected values","Total for selected values","Total for selected values","54",
"2012","Stanford University","Engineering","Aerospace engineering","First Time Students","Total for selected values","Total for selected values","54",
"2012","Stanford University","Engineering","Aerospace engineering","First Time Students","Full Time","Total for selected values","54",
"2012","Stanford University","Engineering","Aerospace engineering","First Time Students","Full Time","Female","4",
"2012","Stanford University","Engineering","Aerospace engineering","First Time Students","Full Time","Male","50",
"2012","Stanford University","Engineering","Biomedical engineering","Total for selected values","Total for selected values","Total for selected values","21",
"2012","Stanford University","Engineering","Biomedical engineering","First Time Students","Total for selected values","Total for selected values","21",
"2012","Stanford University","Engineering","Biomedical engineering","First Time Students","Full Time","Total for selected values","21",
"2012","Stanford University","Engineering","Biomedical engineering","First Time Students","Full Time","Female","8",
"2012","Stanford University","Engineering","Biomedical engineering","First Time Students","Full Time","Male","13",
"2012","Stanford University","Engineering","Chemical engineering","Total for selected values","Total for selected values","Total for selected values","47",
"2012","Stanford University","Engineering","Chemical engineering","First Time Students","Total for selected values","Total for selected values","47",
"2012","Stanford University","Engineering","Chemical engineering","First Time Students","Full Time","Total for selected values","47",
"2012","Stanford University","Engineering","Chemical engineering","First Time Students","Full Time","Female","16",
"2012","Stanford University","Engineering","Chemical engineering","First Time Students","Full Time","Male","31",
"2012","Stanford University","Engineering","Civil engineering","Total for selected values","Total for selected values","Total for selected values","168",
"2012","Stanford University","Engineering","Civil engineering","First Time Students","Total for selected values","Total for selected values","168",
"2012","Stanford University","Engineering","Civil engineering","First Time Students","Full Time","Total for selected values","168",
"2012","Stanford University","Engineering","Civil engineering","First Time Students","Full Time","Female","79",
"2012","Stanford University","Engineering","Civil engineering","First Time Students","Full Time","Male","89",
"2012","Stanford University","Engineering","Electrical engineering","Total for selected values","Total for selected values","Total for selected values","168",
"2012","Stanford University","Engineering","Electrical engineering","First Time Students","Total for selected values","Total for selected values","168",
"2012","Stanford University","Engineering","Electrical engineering","First Time Students","Full Time","Total for selected values","168",
"2012","Stanford University","Engineering","Electrical engineering","First Time Students","Full Time","Female","47",
"2012","Stanford University","Engineering","Electrical engineering","First Time Students","Full Time","Male","121",
"2012","Stanford University","Engineering","Engineering science, mechanics, and physics","Total for selected values","Total for selected values","Total for selected values","19",
"2012","Stanford University","Engineering","Engineering science, mechanics, and physics","First Time Students","Total for selected values","Total for selected values","19",
"2012","Stanford University","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Total for selected values","19",
"2012","Stanford University","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Female","4",
"2012","Stanford University","Engineering","Engineering science, mechanics, and physics","First Time Students","Full Time","Male","15",
"2012","Stanford University","Engineering","Industrial and manufacturing engineering","Total for selected values","Total for selected values","Total for selected values","98",
"2012","Stanford University","Engineering","Industrial and manufacturing engineering","First Time Students","Total for selected values","Total for selected values","98",
"2012","Stanford University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Total for selected values","98",
"2012","Stanford University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Female","27",
"2012","Stanford University","Engineering","Industrial and manufacturing engineering","First Time Students","Full Time","Male","71",
"2012","Stanford University","Engineering","Mechanical engineering","Total for selected values","Total for selected values","Total for selected values","108",
"2012","Stanford University","Engineering","Mechanical engineering","First Time Students","Total for selected values","Total for selected values","108",
"2012","Stanford University","Engineering","Mechanical engineering","First Time Students","Full Time","Total for selected values","108",
"2012","Stanford University","Engineering","Mechanical engineering","First Time Students","Full Time","Female","22",
"2012","Stanford University","Engineering","Mechanical engineering","First Time Students","Full Time","Male","86",
"2012","Stanford University","Engineering","Metallurgical and materials engineering","Total for selected values","Total for selected values","Total for selected values","48",
"2012","Stanford University","Engineering","Metallurgical and materials engineering","First Time Students","Total for selected values","Total for selected values","48",
"2012","Stanford University","Engineering","Metallurgical and materials engineering","First Time Students","Full Time","Total for selected values","48",
"2012","Stanford University","Engineering","Metallurgical and materials engineering","First Time Students","Full Time","Female","24",
"2012","Stanford University","Engineering","Metallurgical and materials engineering","First Time Students","Full Time","Male","24",
"2012","Stanford University","Engineering","Petroleum engineering","Total for selected values","Total for selected values","Total for selected values","28",
"2012","Stanford University","Engineering","Petroleum engineering","First Time Students","Total for selected values","Total for selected values","28",
"2012","Stanford University","Engineering","Petroleum engineering","First Time Students","Full Time","Total for selected values","28",
"2012","Stanford University","Engineering","Petroleum engineering","First Time Students","Full Time","Female","7",
"2012","Stanford University","Engineering","Petroleum engineering","First Time Students","Full Time","Male","21",
"2012","University of Pennsylvania","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","514",
"2012","University of Pennsylvania","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","276",
"2012","University of Pennsylvania","Science","Biochemistry","Total for selected values","Total for selected values","Total for selected values","15",
"2012","University of Pennsylvania","Science","Biochemistry","First Time Students","Total for selected values","Total for selected values","15",
"2012","University of Pennsylvania","Science","Biochemistry","First Time Students","Full Time","Total for selected values","15",
"2012","University of Pennsylvania","Science","Biochemistry","First Time Students","Full Time","Female","8",
"2012","University of Pennsylvania","Science","Biochemistry","First Time Students","Full Time","Male","7",
"2012","University of Pennsylvania","Science","Biology","Total for selected values","Total for selected values","Total for selected values","6",
"2012","University of Pennsylvania","Science","Biology","First Time Students","Total for selected values","Total for selected values","6",
"2012","University of Pennsylvania","Science","Biology","First Time Students","Full Time","Total for selected values","6",
"2012","University of Pennsylvania","Science","Biology","First Time Students","Full Time","Female","3",
"2012","University of Pennsylvania","Science","Biology","First Time Students","Full Time","Male","3",
"2012","University of Pennsylvania","Science","Biosciences not elsewhere classified","Total for selected values","Total for selected values","Total for selected values","8",
"2012","University of Pennsylvania","Science","Biosciences not elsewhere classified","First Time Students","Total for selected values","Total for selected values","8",
"2012","University of Pennsylvania","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Total for selected values","8",
"2012","University of Pennsylvania","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Female","3",
"2012","University of Pennsylvania","Science","Biosciences not elsewhere classified","First Time Students","Full Time","Male","5",
"2012","University of Pennsylvania","Science","Cell and molecular biology","Total for selected values","Total for selected values","Total for selected values","44",
"2012","University of Pennsylvania","Science","Cell and molecular biology","First Time Students","Total for selected values","Total for selected values","44",
"2012","University of Pennsylvania","Science","Cell and molecular biology","First Time Students","Full Time","Total for selected values","44",
"2012","University of Pennsylvania","Science","Cell and molecular biology","First Time Students","Full Time","Female","27",
"2012","University of Pennsylvania","Science","Cell and molecular biology","First Time Students","Full Time","Male","17",
"2012","University of Pennsylvania","Science","Chemistry","Total for selected values","Total for selected values","Total for selected values","42",
"2012","University of Pennsylvania","Science","Chemistry","First Time Students","Total for selected values","Total for selected values","42",
"2012","University of Pennsylvania","Science","Chemistry","First Time Students","Full Time","Total for selected values","42",
"2012","University of Pennsylvania","Science","Chemistry","First Time Students","Full Time","Female","11",
"2012","University of Pennsylvania","Science","Chemistry","First Time Students","Full Time","Male","31",
"2012","University of Pennsylvania","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","12",
"2012","University of Pennsylvania","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","12",
"2012","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Total for selected values","12",
"2012","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Female","2",
"2012","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Male","10",
"2012","University of Pennsylvania","Science","Economics (except agricultural)","Total for selected values","Total for selected values","Total for selected values","29",
"2012","University of Pennsylvania","Science","Economics (except agricultural)","First Time Students","Total for selected values","Total for selected values","29",
"2012","University of Pennsylvania","Science","Economics (except agricultural)","First Time Students","Full Time","Total for selected values","29",
"2012","University of Pennsylvania","Science","Economics (except agricultural)","First Time Students","Full Time","Female","7",
"2012","University of Pennsylvania","Science","Economics (except agricultural)","First Time Students","Full Time","Male","22",
"2012","University of Pennsylvania","Science","Geosciences","Total for selected values","Total for selected values","Total for selected values","2",
"2012","University of Pennsylvania","Science","Geosciences","First Time Students","Total for selected values","Total for selected values","2",
"2012","University of Pennsylvania","Science","Geosciences","First Time Students","Full Time","Total for selected values","2",
"2012","University of Pennsylvania","Science","Geosciences","First Time Students","Full Time","Female","2",
"2012","University of Pennsylvania","Science","Linguistics","Total for selected values","Total for selected values","Total for selected values","7",
"2012","University of Pennsylvania","Science","Linguistics","First Time Students","Total for selected values","Total for selected values","7",
"2012","University of Pennsylvania","Science","Linguistics","First Time Students","Full Time","Total for selected values","7",
"2012","University of Pennsylvania","Science","Linguistics","First Time Students","Full Time","Female","3",
"2012","University of Pennsylvania","Science","Linguistics","First Time Students","Full Time","Male","4",
"2012","University of Pennsylvania","Science","Mathematics and applied mathematics","Total for selected values","Total for selected values","Total for selected values","13",
"2012","University of Pennsylvania","Science","Mathematics and applied mathematics","First Time Students","Total for selected values","Total for selected values","13",
"2012","University of Pennsylvania","Science","Mathematics and applied mathematics","First Time Students","Full Time","Total for selected values","13",
"2012","University of Pennsylvania","Science","Mathematics and applied mathematics","First Time Students","Full Time","Female","2",
"2012","University of Pennsylvania","Science","Mathematics and applied mathematics","First Time Students","Full Time","Male","11",
"2012","University of Pennsylvania","Science","Microbiology, immunology, and virology","Total for selected values","Total for selected values","Total for selected values","12",
"2012","University of Pennsylvania","Science","Microbiology, immunology, and virology","First Time Students","Total for selected values","Total for selected values","12",
"2012","University of Pennsylvania","Science","Microbiology, immunology, and virology","First Time Students","Full Time","Total for selected values","12",
